时间戳,自垃圾池渗滤液进水流量_平均值,自垃圾池渗滤液进水流量_变化值,自垃圾池渗滤液进水流量_变化率,厌氧进水泵出口1流量_平均值,厌氧进水泵出口1流量_变化值,厌氧进水泵出口1流量_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,调节池PH值_实时值,调节池PH值_HRT平均值,调节池COD_实时值,调节池COD_HRT平均值,调节池氨氮_实时值,调节池氨氮_HRT平均值,调节池COD_输出_t+120min,调节池氨氮_输出_t+120min
2026-05-13 20:00:00,0.0,0.0,0.0,3.019776735849059,-0.07407399999999997,-0.02440510216016486,24.583773584905664,-0.7299999999999969,-0.029506871463217337,90.80566037735849,4.099999999999994,0.04545454545454539,5.765714285714285,5.785144375958602,36470.0,38507.521634313125,1987.142857142857,1546.3885611852204,36470.0,1987.142857142857
2026-05-13 22:00:00,43.14308151886793,-2.864810999999996,-0.04511776845173882,3.00987537735849,0.012963000000000058,0.00434244443811692,22.36735849056603,-1.629999999999999,-0.06936170212765953,97.46886792452833,2.0,0.02081165452653486,5.765714285714285,5.786407866503652,36470.0,38459.94402613037,1987.142857142857,1542.0370252748053,36470.0,1987.142857142857
2026-05-14 00:00:00,21.426197509433965,0.0,0.0,3.0297348113207545,-0.08148100000000014,-0.026618113488860787,21.68745283018868,-0.639999999999997,-0.029344337459880653,98.32641509433971,-0.8999999999999915,-0.009081735620585183,5.765714285714285,5.786584609483963,36470.0,38444.29921943302,1987.142857142857,1542.542965691267,36660.0,1989.7142857142856
2026-05-14 02:00:00,0.0,0.0,0.0,3.0366883301886802,-0.03148200000000001,-0.010391367922815661,21.248679245283014,0.2699999999999996,0.012741859367626217,97.49528301886787,-1.5,-0.015337423312883436,5.788571428571428,5.787049239789368,36660.0,38419.118415555786,1989.7142857142856,1541.7751790376128,36660.0,1989.7142857142856
2026-05-14 04:00:00,24.968567320754726,0.0,0.0,2.995634735849057,-0.08148199999999983,-0.02689503338691518,21.492924528301888,-0.25,-0.011644154634373545,96.08962264150946,1.2999999999999972,0.013499480789200387,5.788571428571428,5.786310050502022,36660.0,38438.07672996454,1989.7142857142856,1546.6046132487263,36660.0,1989.7142857142856
2026-05-14 06:00:00,24.306277575471693,60.170368,0.0,3.033242650943396,0.06296300000000032,0.021131147155855033,21.19584905660377,0.17999999999999972,0.008567348881484993,97.71886792452841,-1.2999999999999972,-0.013224821973550328,5.788571428571428,5.787673788528069,36660.0,38383.127586108494,1989.7142857142856,1542.3040525715735,36660.0,1989.7142857142856
2026-05-14 08:00:00,2.6569889056603775,-58.037037,-1.0,3.044712330188679,0.04444500000000007,0.014760332647982776,21.165566037735843,-0.28999999999999915,-0.013576779026217189,95.61415094339623,-2.200000000000003,-0.02284527518172381,5.788571428571428,5.787579579969915,36660.0,38381.498603431566,1989.7142857142856,1544.2220665949465,36660.0,1989.7142857142856
2026-05-14 10:00:00,0.0,0.0,0.0,3.025199150943396,-0.037037999999999904,-0.01222525522918637,21.186132075471694,-0.7699999999999996,-0.0358639962738705,95.81886792452828,5.200000000000003,0.055793991416309044,5.788571428571428,5.786483618686093,36660.0,38414.383767775,1989.7142857142856,1550.5926685939623,36660.0,1989.7142857142856
2026-05-14 12:00:00,0.0,0.0,0.0,2.9832601792452835,-0.04444500000000007,-0.014607606078105111,21.2066037735849,0.9899999999999984,0.04789550072568933,97.30094339622649,-1.3999999999999915,-0.014271151885830698,5.788571428571428,5.786705242729498,36660.0,38401.16531399882,1989.7142857142856,1551.150350647163,36660.0,1989.7142857142856
2026-05-14 14:00:00,0.0,0.0,0.0,3.035242820754717,0.19444400000000028,0.06696412581998726,24.958113207547168,3.2600000000000016,0.1456657730116176,84.18396226415095,-15.200000000000003,-0.16084656084656088,5.788571428571428,5.78754952440078,36660.0,38365.75309199752,1989.7142857142856,1548.9121073982894,36660.0,1989.7142857142856
